,id,hhb,hbo2,ca,na
57,10057,7.4126015,4.087032,7.4149303,3.252581
58,10058,9.505613,3.9845471,10.397195,2.974374
59,10059,7.883763,3.819618,7.244005,5.364451
60,10060,11.455616,4.0881143,8.397156,3.2761254
61,10061,6.9121394,4.327763,6.399844,-0.6498134
62,10062,9.889538,3.5120707,9.7711525,4.516398
63,10063,7.0099335,4.1559525,9.361679,2.931975
64,10064,8.224117,3.6998835,7.9536304,2.8471456
65,10065,9.123327,3.8188605,9.299584,2.1643023
66,10066,7.8701653,4.2481585,8.727584,3.0446591
67,10067,8.738546,4.116743,8.598896,2.3814182
68,10068,7.6915193,3.8080807,9.294583,3.7985628
69,10069,7.3036723,4.046698,8.401271,2.1006365
70,10070,9.502785,4.255721,9.90537,2.863314
71,10071,9.027793,4.125655,9.025927,2.5137572
72,10072,7.5479093,3.9619546,10.882811,3.197569
73,10073,6.2233424,4.127205,10.212498,3.7828712
74,10074,8.588284,3.7344363,7.777485,2.7508378
75,10075,9.196743,4.2654343,11.449761,3.1524053
76,10076,9.064812,3.2735062,10.536509,1.3895177
77,10077,6.585423,4.572115,8.431275,2.7354002
78,10078,7.044808,3.9786038,8.892929,3.5370631
79,10079,9.112654,4.1342597,8.385867,3.1162572
80,10080,7.9419103,3.9686372,8.851838,3.0172276
81,10081,7.991445,4.116909,9.372712,2.9275365
82,10082,7.344746,4.1096363,9.813463,3.0758255
83,10083,9.174583,3.5931034,8.828296,2.015925
84,10084,8.321314,4.18476,9.116959,2.9603472
85,10085,8.908268,4.0860877,9.947462,2.799467
86,10086,7.897804,4.0338163,9.708702,2.8080025
87,10087,8.029438,3.6875112,9.21335,2.5395093
88,10088,6.088666,4.2326307,7.5581703,2.8054733
89,10089,6.4157553,1.6773322,9.108118,-0.1526618
90,10090,11.479511,2.842123,9.205228,-0.3340137
91,10091,1.4350321,3.8120906,7.6371593,0.6905842
92,10092,4.1818542,2.9338436,10.958147,-0.45733333
93,10093,10.389884,2.1526027,9.643841,-1.1018155
94,10094,8.551659,3.4511309,5.8830843,1.2168952
95,10095,10.943605,3.0069447,8.805558,3.2053797
96,10096,7.892903,4.0676956,7.5916195,3.9086828
97,10097,9.225372,3.9568062,8.83427,3.1503134
98,10098,6.993206,3.9610667,9.624862,2.699662
99,10099,7.5216703,3.9182487,8.439266,2.5432653
100,10100,23.389765,2.4332147,11.664682,0.8751411
101,10101,34.72253,0.61925745,14.036604,1.1003563
102,10102,4.9571543,-0.7594638,-0.29080606,-0.88841844
103,10103,10.6589775,3.7078252,5.3786397,1.3134384
104,10104,7.008811,3.8303711,4.7295275,-0.78756475
105,10105,12.693649,2.9901001,9.34623,2.546148
106,10106,9.726709,3.9302425,10.578467,3.9896097
107,10107,6.69541,3.9987307,9.969132,2.5355282
108,10108,8.554441,4.41046,7.182617,1.7765697
109,10109,9.1724615,4.008332,10.37722,3.5316405
110,10110,9.346165,4.1356697,11.397182,0.9842222
111,10111,8.759113,3.7097807,9.866274,3.0099525
112,10112,7.192133,4.390569,9.594599,2.2676358
113,10113,7.8049235,4.328017,8.942119,3.0396276
114,10114,9.028164,3.8814862,8.509351,3.5867796
115,10115,7.5253158,3.9654717,10.427912,3.8901596
116,10116,9.878497,4.0890946,7.5759983,2.7365198
117,10117,8.241959,4.5389943,9.177261,2.4290993
118,10118,8.321451,4.2198114,9.492957,2.9401152
119,10119,9.312239,4.0908566,11.162745,3.305409
120,10120,6.571983,4.3365746,8.586632,3.2624443
121,10121,8.1405,2.542794,6.064192,3.4832802
122,10122,17.041914,4.845229,9.633084,2.9413836
123,10123,-2.0304193,7.11217,-3.8446634,-3.4971898
124,10124,10.408296,4.7885222,16.938236,2.7437615
125,10125,6.5810513,5.369817,13.186125,4.2609034
126,10126,8.351011,4.2541113,9.11252,2.866221
127,10127,7.523194,4.054152,9.440856,2.9131489
128,10128,8.002399,4.072383,10.121665,2.71915
129,10129,9.004957,4.0994844,10.174754,3.2121246
130,10130,6.73108,3.8400226,9.153569,3.0594852
131,10131,7.6006603,4.2928324,10.211033,2.5689867
132,10132,7.5521083,4.4444847,8.857978,3.02522
133,10133,8.921507,4.259921,9.356808,2.8134117
134,10134,8.875002,3.949702,8.101348,3.2989023
135,10135,8.017775,4.04033,9.838335,2.746217
136,10136,8.166458,3.995356,8.889298,2.8439667
137,10137,7.861417,4.2637053,9.227849,3.1318738
138,10138,7.125158,3.7822287,9.238033,2.2238624
139,10139,8.435335,4.1867943,10.400838,1.7174903
140,10140,8.326402,3.6036925,7.146035,1.6977936
141,10141,3.8915572,3.7411058,5.2293835,5.1368513
142,10142,6.574765,3.0806634,8.081184,6.5434637
143,10143,6.650223,4.205377,8.162159,3.4106345
144,10144,7.6058755,3.9015427,9.49859,2.2325375
145,10145,7.647609,3.559325,8.909549,2.7774177
146,10146,7.0372224,3.899651,7.4303446,3.2734501
147,10147,7.24878,3.9514954,8.592657,3.7694108
148,10148,6.3114934,4.6266923,4.9099197,3.3895235
149,10149,8.109217,3.8319874,7.5989513,3.4832053
150,10150,5.1994834,3.6210895,8.821171,2.57433
151,10151,7.555268,4.0910835,9.180964,3.7894044
152,10152,6.8123355,4.1869545,11.265914,1.199157
153,10153,6.0210924,4.7486744,5.2008586,3.9862335
154,10154,8.764112,4.4248595,8.50496,4.0093493
155,10155,3.003021,4.451901,9.010103,3.6752772
156,10156,3.6295373,4.3581634,9.429895,3.1870418
157,10157,8.279528,3.8990164,8.0813675,3.0926788
158,10158,8.934273,4.143785,10.681403,3.1615896
159,10159,9.69486,4.17187,8.624572,2.5758028
160,10160,7.7632494,4.3527384,9.082155,3.41851
161,10161,8.814798,4.0936337,10.193513,3.3938782
162,10162,8.863533,4.402851,9.676942,3.1389275
163,10163,7.7720037,3.9262788,6.824417,2.8904982
164,10164,6.7122865,4.166654,8.191124,3.8736048
165,10165,8.856923,3.9597003,8.354429,3.0137146
166,10166,7.9792604,4.1528,9.132859,3.2514977
167,10167,8.288906,3.9154634,8.912156,2.9261363
168,10168,9.242073,4.399665,9.495951,4.064458
169,10169,7.6258235,4.1355486,9.989149,3.0474575
170,10170,6.8904247,4.3351107,9.29112,2.352642
171,10171,8.096462,3.779223,8.352677,3.2032318
172,10172,8.659555,4.039838,8.687835,2.6525416
173,10173,7.646088,4.1834354,10.460221,2.5043974
174,10174,9.808903,4.3987966,4.7560706,2.956542
175,10175,7.1452894,3.8909447,7.81973,3.3937926
176,10176,8.294016,3.7085943,8.774032,2.534226
177,10177,5.3407383,3.6356192,9.961597,2.806295
178,10178,5.9234467,4.162309,7.9492416,2.5359044
179,10179,7.3996687,3.4315677,9.349288,1.7865027
180,10180,7.8131413,3.4965863,9.065118,2.8335454
181,10181,8.351873,3.9659147,8.61293,2.766119
182,10182,7.349309,4.013781,9.878585,3.1405852
183,10183,8.895931,3.9103804,8.373195,2.5602138
184,10184,5.876841,4.1252604,9.593866,3.6850705
185,10185,10.524061,3.730541,10.08615,3.2401626
186,10186,6.7250686,4.286515,9.231911,2.5624266
187,10187,7.4617753,4.1115804,9.151433,3.4499316
188,10188,8.114,4.40033,9.9966345,2.6768339
189,10189,7.8719707,2.9910722,9.70305,3.3840804
190,10190,11.218101,4.3844233,11.222859,4.9099226
191,10191,8.770029,3.7289648,9.888685,2.6782255
192,10192,7.854704,3.99613,7.3598967,4.397299
193,10193,9.728605,3.6797795,12.684043,3.5500479
194,10194,7.17992,3.7077293,5.1728272,3.583673
195,10195,6.5344424,4.3701015,9.679799,2.5714397
196,10196,9.283693,3.6248755,7.73687,1.8909788
197,10197,11.48628,3.9866292,10.0316515,4.1465635
198,10198,6.2460427,4.3519797,7.843833,3.6660771
199,10199,4.778276,4.681116,10.060807,3.26147
200,10200,6.806491,4.2572603,7.9148207,3.5646272
201,10201,7.87966,3.970603,9.366647,3.1885903
202,10202,7.878385,4.0945024,9.078751,3.580781
203,10203,8.9042015,3.759538,9.510721,2.7228131
204,10204,8.309299,4.0401654,9.535283,2.8490255
205,10205,8.964413,4.241613,9.460356,4.070915
206,10206,6.962645,3.9537556,7.8597994,3.7777216
207,10207,9.474819,4.2215343,7.402384,2.5658495
208,10208,6.798861,3.6101327,10.551706,4.315808
209,10209,8.668636,4.2189493,9.710626,3.40726
210,10210,6.6873026,3.9240098,8.231101,3.848675
211,10211,6.1418166,4.2659225,8.181392,1.5416417
212,10212,5.902257,3.4006846,8.483703,2.9006364
213,10213,11.235754,4.0179534,9.127515,2.7412543
214,10214,7.792143,4.421902,9.586365,3.0948863
215,10215,6.838488,4.3177295,9.797268,3.8309395
216,10216,7.796392,4.157157,9.226082,2.828529
217,10217,7.843005,4.00725,8.823741,3.0789018
218,10218,7.1670904,3.8947253,8.893413,3.2826192
219,10219,8.677177,4.0370903,9.358684,4.063143
220,10220,8.440213,3.9704666,9.163659,3.0207007
221,10221,9.115299,4.0541644,10.546469,3.9095542
222,10222,8.727943,4.021963,8.72304,2.8904967
223,10223,11.250387,4.4815865,10.073936,3.646793
224,10224,9.046344,3.8589382,8.591163,3.4302738
225,10225,8.079916,4.3739605,9.42394,2.5383024
226,10226,9.122229,4.087167,10.7469225,4.829698
227,10227,8.884596,3.4788651,10.485825,3.4025314
228,10228,8.446323,4.2300224,9.463535,3.021545
229,10229,7.900702,4.1286364,8.777802,3.1719396
230,10230,7.836302,4.024106,9.603484,2.1310031
231,10231,9.009367,4.2175665,8.153267,2.862676
232,10232,8.613918,4.20959,8.895732,3.5016963
233,10233,7.561077,4.200792,9.054511,3.2235491
234,10234,5.2275343,4.118066,9.837804,2.805812
235,10235,9.278858,4.024015,9.654045,3.0667915
236,10236,9.400856,4.100281,10.455634,1.6578698
237,10237,8.161747,3.9311862,7.731284,2.4824462
238,10238,8.053068,3.9901903,9.521907,2.5041318
239,10239,7.3755546,4.119271,8.522513,2.563333
240,10240,6.3765097,3.8029318,8.8135,2.61068
241,10241,8.562637,3.9823208,10.289467,3.197248
242,10242,6.0438385,4.0247955,7.4014015,1.7695239
243,10243,9.256437,4.1894875,8.346554,-0.015875578
244,10244,7.43907,3.916401,9.173614,2.2403564
245,10245,8.95684,3.9327931,9.520736,3.5737934
246,10246,7.6343513,3.893271,9.254081,4.315626
247,10247,9.101971,3.7156882,10.245731,2.9325051
248,10248,10.510685,3.8839955,10.398975,4.1187315
249,10249,8.19079,4.1570826,9.337476,3.0784545
250,10250,7.133021,3.9938018,7.8571606,3.7204967
251,10251,7.035504,3.7072504,6.8796167,3.9766133
252,10252,9.610065,4.0432606,9.461555,3.277676
253,10253,8.39041,4.1016703,9.559122,3.3993201
254,10254,8.404054,3.9756837,9.5957575,2.9429164
255,10255,7.032168,3.9024765,8.197056,2.3736315
256,10256,7.7953496,4.063468,9.046385,2.9235415
257,10257,9.265991,4.3807416,9.725126,3.951633
258,10258,8.550156,4.274224,8.585149,3.552487
259,10259,10.647894,3.2128847,11.2309885,3.6791677
260,10260,8.85457,3.9388297,9.176303,4.214302
261,10261,8.655342,4.4403105,8.654977,2.6875863
262,10262,11.182341,3.8057594,7.379242,2.086853
263,10263,8.1970415,4.285901,7.827182,2.5877206
264,10264,9.045368,3.9714622,8.945971,2.592918
265,10265,7.4928145,4.149354,9.541264,2.2557428
266,10266,8.038545,3.8951104,8.606953,2.6612225
267,10267,9.463095,3.31507,7.0519624,4.4874873
268,10268,6.757413,3.921548,8.151369,6.457411
269,10269,8.157633,3.837748,9.446514,5.0112104
270,10270,4.317483,3.7790127,10.671682,4.674367
271,10271,7.9855886,4.1934795,9.487879,-0.62020993
272,10272,8.379566,3.5738413,9.553896,1.0257488
273,10273,6.197014,4.4466963,7.125987,1.9026808
274,10274,6.614447,3.9612055,8.848214,2.432591
275,10275,8.70738,3.8840637,7.5863476,1.8994484
276,10276,7.7052073,3.819075,8.528985,2.8547277
277,10277,7.5669785,3.7222557,8.834137,2.3924499
278,10278,9.257978,4.1372366,9.051788,1.6446184
279,10279,6.306394,5.0289664,8.974682,2.708646
280,10280,4.395616,3.6511903,9.358445,3.1507835
281,10281,5.3258944,4.1222906,9.487265,3.0345745
282,10282,10.346247,4.3887806,9.666806,2.7581215
283,10283,7.9823146,4.040305,9.63527,3.574905
284,10284,9.535764,3.847293,6.82911,2.4132247
285,10285,7.59992,4.1339827,5.225282,2.4007206
286,10286,9.90605,3.7807677,7.752473,3.4050925
287,10287,8.746738,3.9482818,8.17152,4.2991734
288,10288,7.9697113,4.1095343,8.661532,3.5278473
289,10289,7.370703,4.1275845,9.012373,2.0751953
290,10290,7.1247106,3.9749117,8.964291,3.017005
291,10291,7.9359193,4.0624886,8.639756,2.6629472
292,10292,8.894158,3.9382224,9.255722,3.3931181
293,10293,3.3452108,4.5411577,8.709079,5.480419
294,10294,9.719318,4.2948275,9.532162,4.11137
295,10295,6.9636693,4.3003144,7.647423,4.089629
296,10296,6.2697754,3.3031552,9.47715,6.5685062
297,10297,8.877798,4.2556553,9.300429,3.3618855
298,10298,7.168465,4.1702642,9.487168,3.266272
299,10299,8.9592705,4.136838,7.674515,3.4687107
300,10300,7.849978,4.1369276,8.200591,3.379509
301,10301,7.3373923,3.8927085,9.420801,2.1441584
302,10302,8.841343,3.7805998,7.214896,2.0900993
303,10303,7.2620225,4.1014967,10.430857,3.4224691
304,10304,8.654729,4.0670223,9.409829,3.297055
305,10305,9.162934,4.200178,10.248004,2.825849
306,10306,8.447121,4.206794,9.414544,2.6624904
307,10307,7.6221824,3.9017463,9.135382,3.5453773
308,10308,7.6599855,4.9164133,9.819844,4.082552
309,10309,6.7923326,3.9834623,9.005259,3.3415132
310,10310,7.971789,3.8961885,10.632492,2.5040264
311,10311,6.717762,4.1472273,9.700954,3.5114884
312,10312,8.428335,3.9382513,9.582723,3.1415155
313,10313,8.795845,4.5484467,12.739776,1.1534381
314,10314,8.547466,4.1239743,8.725221,2.833797
315,10315,8.632553,4.2776885,8.808799,2.9659908
316,10316,6.1541567,4.1878777,8.527597,3.4535055
317,10317,7.8456616,3.539034,11.279065,-2.0654557
318,10318,7.6487675,3.949388,9.7499695,3.2961853
319,10319,10.493345,4.4489794,8.783349,3.0870974
320,10320,7.8295255,4.0825863,8.567541,2.7577136
321,10321,8.36027,3.8258538,10.22884,3.2713351
322,10322,9.580868,3.8068404,8.891176,4.1217527
323,10323,7.325086,4.1036434,8.296258,2.0029373
324,10324,8.639002,4.264579,7.565563,3.9736054
325,10325,7.340101,4.0344806,9.165979,3.2793336
326,10326,6.908331,4.318857,8.427188,3.4969416
327,10327,7.6953807,4.7295423,9.225864,3.1923416
328,10328,4.840519,4.4034147,8.501075,3.8804178
329,10329,5.704204,4.232365,10.519305,3.0633776
330,10330,4.047078,3.5166664,10.528197,2.7099552
331,10331,7.4033523,4.1611423,8.503022,3.1114798
332,10332,10.091211,4.0176997,8.647149,3.7397356
333,10333,6.8283954,4.1182632,12.54043,4.1009817
334,10334,8.001331,2.4041567,7.477065,3.55722
335,10335,-2.974484,4.5250263,7.6879816,1.082513
336,10336,11.11536,3.8835855,7.608859,2.1037552
337,10337,5.8219995,4.286151,7.750638,4.6748533
338,10338,6.507,4.1040325,9.046052,3.2480311
339,10339,7.5275984,3.9706712,8.87813,3.5469198
340,10340,12.603638,4.402327,9.44323,4.3763094
341,10341,8.540821,4.0230856,9.467966,3.1519675
342,10342,8.63275,4.050645,8.232348,3.2181382
343,10343,7.2791057,4.291692,9.914383,3.1847353
344,10344,8.278303,4.013258,9.78417,3.1404185
345,10345,5.146387,3.8295007,7.4317064,-0.631485
346,10346,5.228252,3.7132163,8.5040455,3.2278936
347,10347,8.131277,3.329148,8.688921,3.0278292
348,10348,6.643537,4.6120515,12.274498,1.425561
349,10349,7.775686,2.3724341,8.191426,2.5876446
350,10350,8.531448,4.4292536,8.299306,3.966953
351,10351,8.160198,4.1090574,9.040674,3.3034582
352,10352,7.8297133,4.074921,9.005259,3.7647066
353,10353,8.452021,4.1058335,8.704584,3.3186069
354,10354,8.654969,4.0377636,8.197617,3.1494412
355,10355,8.972534,4.016015,9.970575,2.982933
356,10356,9.035929,3.8106823,9.604955,2.2717295
357,10357,11.1954365,4.0428905,8.960866,3.189283
358,10358,9.9784355,3.7707136,7.53804,4.1388884
359,10359,8.385075,4.0414596,8.317604,3.719467
360,10360,8.078859,4.0609317,9.111167,4.8165064
361,10361,10.33827,4.363835,9.699038,4.011031
362,10362,8.084033,4.2395205,8.936938,3.1235685
363,10363,8.881067,4.173835,8.885084,2.095553
364,10364,8.911285,4.077298,9.302811,1.9428765
365,10365,8.359777,4.2118726,8.795923,2.738728
366,10366,7.166788,4.0745106,10.000986,3.8620276
367,10367,12.936367,4.171998,10.915938,4.7807264
368,10368,7.215351,4.000777,9.465296,2.5923247
369,10369,8.233213,4.084842,9.160697,3.1005957
370,10370,8.354933,4.2111163,9.405164,3.1965551
371,10371,8.674023,4.0908813,9.133493,2.7366567
372,10372,7.4823565,4.0977087,8.954316,3.1229615
373,10373,8.483917,4.3954296,8.764803,3.7379975
374,10374,7.4959383,3.9708428,8.238232,3.549963
375,10375,4.166996,3.6121767,9.610459,3.1160362
376,10376,7.1229897,2.9356265,7.477894,2.4510565
377,10377,6.699297,4.470987,7.4523077,0.9544888
378,10378,8.78055,4.078858,8.71162,3.0332766
379,10379,8.942076,4.1485906,8.709443,3.1264973
380,10380,8.68302,4.0480504,9.536339,3.239706
381,10381,7.9561853,4.1375837,9.342673,2.6441905
382,10382,8.049947,4.24208,9.451798,3.4245617
383,10383,8.28392,4.0314155,10.021134,2.8034432
384,10384,8.251604,3.8782253,7.8894978,2.3155735
385,10385,8.379082,3.7179968,8.986419,2.1742852
386,10386,8.506403,4.1311736,8.51454,3.8996093
387,10387,8.941338,4.775703,8.331581,4.7747297
388,10388,7.8933825,3.9587007,9.212824,3.2399173
389,10389,6.7829475,4.091471,9.577351,2.802233
390,10390,7.437703,3.869769,7.6752396,2.3700628
391,10391,8.584032,4.14949,8.934685,3.0786173
392,10392,6.086212,3.811531,10.048846,3.8656585
393,10393,12.383762,8.365798,12.294823,-1.04473
394,10394,-5.075475,2.8268144,4.2248087,-2.824662
395,10395,8.04232,2.1572888,10.904797,-5.2208557
396,10396,6.213942,3.995967,8.644528,1.5803971
397,10397,8.667751,3.8245118,9.952277,3.1074898
398,10398,7.674512,4.166647,8.913359,2.82321
399,10399,7.948966,3.9486067,9.592627,3.1160398
400,10400,6.8658485,4.016014,8.525663,3.074517
401,10401,8.53023,3.9281135,8.5138855,3.3661375
402,10402,8.180066,4.10852,10.129104,2.6772432
403,10403,9.367676,4.528429,9.026688,3.4338627
404,10404,7.569308,4.0879273,8.855411,2.9261699
405,10405,7.964176,4.3397193,9.22063,2.6897082
406,10406,8.194052,4.3069468,9.5680485,0.8631541
407,10407,8.556,3.8221037,9.185462,2.552443
408,10408,9.607996,4.1690197,9.260166,3.523135
409,10409,8.624148,3.8255963,9.132321,2.627773
410,10410,8.32609,3.7449524,8.680945,2.5627825
411,10411,9.617069,3.233168,4.6985207,2.5219676
412,10412,1.3587687,3.940726,8.887377,6.513731
413,10413,7.662039,3.2070856,6.76686,5.9849443
414,10414,7.342876,4.102983,9.627274,2.2648373
415,10415,6.564319,4.1217303,9.070865,2.8030176
416,10416,6.8536143,4.4736357,10.337901,3.1859488
417,10417,7.6426516,4.111923,7.7084017,2.7493212
418,10418,8.528715,3.922502,8.549073,3.1675725
419,10419,8.24947,3.9920292,8.612963,3.064422
420,10420,8.102625,4.11089,9.053441,2.7721264
421,10421,10.226969,4.0133023,7.4320726,1.9438108
422,10422,8.784115,3.950454,8.77742,1.6409154
423,10423,9.682947,4.9134793,10.269341,0.9611021
424,10424,8.635189,4.1620736,7.693013,2.7943335
425,10425,8.236429,3.8137164,9.050791,2.5640366
426,10426,7.2373624,4.1057434,9.844051,4.112974
427,10427,8.314236,4.2318287,7.792568,2.3741732
428,10428,7.937856,4.2326784,9.575995,2.8293734
429,10429,8.644825,3.8710322,9.447097,3.2104807
430,10430,7.012218,4.164475,9.335025,2.1377122
431,10431,8.702091,4.1271286,8.423558,2.7961235
432,10432,8.157411,4.1378174,8.579656,3.1498353
433,10433,8.193321,3.9916086,9.712801,3.0721014
434,10434,8.656811,4.052224,9.786398,3.1166914
435,10435,7.8647075,4.03553,8.679778,2.546197
436,10436,9.477158,3.959878,8.414661,3.846733
437,10437,8.108868,4.2697678,9.301034,3.052328
438,10438,8.524567,3.9642284,8.680551,2.846859
439,10439,7.8309827,4.177947,10.252807,2.886506
440,10440,8.818407,3.649128,7.027128,3.017537
441,10441,7.7311673,3.756948,8.6443,2.254867
442,10442,8.245115,3.6196895,8.377523,2.2741468
443,10443,7.5655756,3.972129,8.45239,2.9210906
444,10444,9.064739,4.2383547,9.900735,3.2355273
445,10445,11.358585,3.875904,8.2546425,0.7829029
446,10446,7.374982,3.8813312,8.875618,2.8356607
447,10447,8.891317,4.1522145,9.870025,1.8195366
448,10448,8.2990265,4.110766,8.60852,3.0979674
449,10449,6.9838295,3.9835138,8.676804,2.8382208
450,10450,10.276474,1.158523,8.553948,1.4971595
451,10451,9.709229,3.4775546,8.137112,3.992215
452,10452,12.104048,4.8246393,10.122689,3.0064287
453,10453,5.237836,4.193801,8.221501,3.435574
454,10454,12.96413,4.608246,9.719783,2.5751305
455,10455,5.779338,3.624329,9.857442,4.2532063
456,10456,8.096659,4.6096377,6.25303,5.7331686
457,10457,5.700203,3.7181053,9.73652,2.0275543
458,10458,10.972748,4.542674,10.579095,4.02052
459,10459,10.066185,3.121222,7.105942,1.8493181
460,10460,6.770196,3.9691558,9.316717,1.0259652
461,10461,5.7482576,4.399683,9.566335,5.177725
462,10462,4.4058733,4.2457466,4.0604944,-0.13397408
463,10463,11.001478,3.702556,11.101099,1.4622339
464,10464,7.4972944,3.738422,9.086632,1.7441944
465,10465,7.168458,3.958388,8.859267,2.7525783
466,10466,9.31622,3.9505875,10.600045,1.7669966
467,10467,6.181905,4.358891,14.737756,0.7389827
468,10468,4.37673,3.4859953,10.18589,2.537942
469,10469,6.431874,4.282294,10.90061,2.3917346
470,10470,8.03797,3.547447,10.482725,4.344757
471,10471,6.9225984,3.9663186,9.060254,2.205341
472,10472,11.492422,3.9836416,10.592068,2.9828715
473,10473,7.3992696,3.989869,9.569675,3.119653
474,10474,8.593744,4.3303795,9.643147,3.499637
475,10475,6.2950296,4.405715,9.596897,2.8308947
476,10476,8.498731,3.1826692,11.750776,3.4354396
477,10477,9.642128,4.0885596,9.810163,2.4900289
478,10478,7.620153,4.028672,8.938503,3.6401339
479,10479,7.677032,4.110321,9.720959,3.071689
480,10480,7.6856303,4.164771,9.578281,2.6017356
481,10481,7.170346,3.9649777,8.758249,2.837645
482,10482,8.496286,4.0694866,7.2922573,2.1627984
483,10483,8.174963,4.3239045,8.867387,2.7154496
484,10484,9.144871,4.1626735,5.916382,0.29261148
485,10485,8.518002,3.9752028,8.948961,3.6200583
486,10486,9.320082,4.044948,10.231728,3.3585277
487,10487,8.582582,4.0881643,9.62452,3.064303
488,10488,8.1574135,4.055404,9.714681,2.7615814
489,10489,9.161144,4.1134925,9.77143,2.80927
490,10490,7.6308875,3.9296136,8.213824,2.6393147
491,10491,8.942709,4.355559,8.840411,3.5235343
492,10492,8.406643,3.8550992,10.267013,2.7228355
493,10493,5.726983,3.3814394,8.12819,2.9147696
494,10494,6.3472867,4.069094,7.968008,3.3008723
495,10495,5.260485,4.1450543,7.41084,2.8084886
496,10496,8.351263,3.9127507,6.337634,3.3317237
497,10497,5.2542233,4.104018,5.8547287,4.373109
498,10498,11.074727,3.9766684,6.2145233,0.064335704
499,10499,8.956518,4.944125,8.929517,5.655746
500,10500,8.024176,3.8719168,7.861968,1.136242
501,10501,4.7440243,4.0735188,7.4559097,2.745555
502,10502,4.517146,3.0364347,7.1443586,1.189594
503,10503,7.783267,4.2307997,8.019425,2.3792925
504,10504,14.461111,3.018118,2.4804983,2.0458364
505,10505,9.498375,3.3199062,-4.132415,1.2651515
506,10506,15.252815,5.898223,9.813059,-4.556363
507,10507,7.6798763,4.2497,8.858312,1.9947519
508,10508,8.74378,3.710609,7.9740124,2.2777898
509,10509,8.391272,3.962481,8.541741,2.819768
510,10510,8.209789,4.068704,10.479245,2.7815204
511,10511,8.587755,3.788486,9.839577,3.326129
512,10512,8.790657,4.095813,9.881959,3.1265922
513,10513,8.268541,4.32961,9.597715,2.7626262
514,10514,8.308008,3.8925514,9.762819,2.6651633
515,10515,9.100315,4.0423946,10.40255,2.9467747
516,10516,8.976276,4.115546,8.753739,2.976517
517,10517,5.8635306,4.331279,9.021149,3.0246496
518,10518,8.7014675,4.828986,9.416507,3.5107875
519,10519,10.531546,4.7676506,13.228224,2.3763356
520,10520,4.756585,4.1298356,7.8659973,3.1141922
