,id,hhb,hbo2,ca,na
123,10123,4.3032117,4.4286246,8.391421,-1.0875753
124,10124,7.544978,4.2072086,8.522278,2.2356806
125,10125,8.571043,3.977381,8.47494,2.7755795
126,10126,9.017823,4.1028304,8.755767,3.1368246
127,10127,8.541637,3.8128474,8.352273,2.8900366
128,10128,8.364994,3.8760607,8.391729,2.847398
129,10129,9.198067,3.9006412,8.886931,2.9685793
130,10130,7.6193895,3.7881625,8.164123,2.8412194
131,10131,8.774144,4.135121,8.893026,3.0841033
132,10132,8.994438,3.807134,8.56644,3.162108
133,10133,8.587614,3.890032,8.405752,2.995731
134,10134,8.786417,3.8277755,8.457252,2.98965
135,10135,8.886889,4.0620704,8.672308,3.1080902
136,10136,8.742598,3.8293567,8.497548,3.052675
137,10137,8.992754,3.81082,8.599523,3.1500914
138,10138,9.205322,3.8575912,8.819054,3.116778
139,10139,8.290656,3.758909,8.2932005,2.852393
140,10140,8.950202,3.8916628,9.104969,3.170042
141,10141,5.8565297,3.667128,5.948986,2.8624256
142,10142,8.266749,3.6984477,7.725724,3.0961227
143,10143,9.174192,3.8693528,8.740343,3.1342063
144,10144,8.994879,3.8102014,8.6634,3.0194383
145,10145,8.899208,3.7073624,8.455695,3.0381527
146,10146,8.666267,3.7997084,8.421536,2.988503
147,10147,8.48769,3.641487,8.091409,2.9831772
148,10148,8.094077,3.8180735,8.182319,2.9455545
149,10149,8.709972,3.6823688,8.199722,3.1159294
150,10150,8.616564,3.7608054,8.550111,3.0159695
151,10151,8.63213,3.842031,8.359941,2.947495
152,10152,8.425419,3.8558013,8.430995,2.8327012
153,10153,9.310102,4.0468063,9.059688,3.187316
154,10154,8.707077,3.9084227,8.415166,3.0949755
155,10155,7.2635083,3.5794704,8.285005,2.6785343
156,10156,8.384858,3.910052,8.500129,2.9599233
157,10157,8.987047,3.702305,8.460391,3.040546
158,10158,8.580685,3.8903654,8.397788,3.0126076
159,10159,8.744783,3.7113454,8.306544,3.0746763
160,10160,9.045483,3.8268986,8.701112,3.188076
161,10161,8.641111,4.008888,8.803353,2.9632297
162,10162,8.575218,3.990745,8.71428,2.9864745
163,10163,9.03272,3.8755014,8.611178,3.078374
164,10164,9.059938,3.8085067,8.687447,3.1885982
165,10165,8.949056,3.716605,8.365386,3.0264978
166,10166,9.138856,3.858489,8.726695,3.1686497
167,10167,8.419085,3.6975708,8.167019,2.9863892
168,10168,8.51426,4.008578,8.602665,2.942206
169,10169,8.551096,4.086425,8.831611,2.9557304
170,10170,9.256573,3.9376545,8.936712,3.0723386
171,10171,8.702469,4.084995,8.844398,2.9911585
172,10172,9.0236435,3.7981086,8.635707,3.187045
173,10173,8.790047,4.0872264,9.011891,3.02392
174,10174,9.55402,3.9620357,8.967179,3.0517817
175,10175,9.099005,3.8387034,8.734741,3.193187
176,10176,8.935047,3.7890759,8.736152,3.1128364
177,10177,8.9420395,3.858963,8.771964,3.0623999
178,10178,8.921204,3.9728556,8.834975,3.0402503
179,10179,9.192625,3.8892736,9.0310755,3.1484451
180,10180,8.952717,3.6692,8.439319,3.067102
181,10181,8.42194,3.6993477,8.182754,2.9822478
182,10182,9.022604,3.7022429,8.491292,3.082399
183,10183,8.388463,3.7526317,8.210862,2.9365945
184,10184,9.206657,3.855461,8.811672,3.0951862
185,10185,9.095649,4.0771766,9.021702,3.1221066
186,10186,8.670778,4.100621,8.90861,3.0636442
187,10187,8.493967,4.0738025,8.788477,2.9436321
188,10188,8.523266,3.994987,8.738173,2.9472373
189,10189,8.448553,3.8587966,8.680421,3.0092988
190,10190,8.545538,3.9914095,8.572684,2.9617877
191,10191,8.882441,4.051573,8.652827,3.133643
192,10192,8.875811,4.051356,9.082899,3.015563
193,10193,8.4055,3.8975346,8.338561,3.0849652
194,10194,8.3849945,4.041093,8.024669,3.3104515
195,10195,8.5583515,3.8401449,8.508357,3.1049871
196,10196,8.270033,3.6977696,8.105849,2.8125432
197,10197,8.604104,3.8918126,8.449641,2.9487305
198,10198,8.555982,3.7642193,8.366866,3.0090818
199,10199,8.592362,3.8306596,8.613574,3.0666552
200,10200,8.636654,3.833946,8.417512,2.9607773
201,10201,8.391649,3.9888866,8.581439,2.8926387
202,10202,8.828165,4.0940585,9.015345,3.041277
203,10203,9.073617,3.9037511,8.956477,3.1406221
204,10204,8.461296,3.8871624,8.387028,2.8996444
205,10205,8.480675,3.9788861,8.651755,2.9383626
206,10206,8.824745,4.0268164,8.896564,2.9711132
207,10207,9.153924,3.8464792,8.849591,3.2092342
208,10208,9.27079,3.9277775,9.023988,3.1312485
209,10209,8.61961,4.0094666,8.762922,2.985859
210,10210,8.325293,3.733599,8.402947,2.838054
211,10211,8.757971,4.029681,9.014993,2.9836526
212,10212,9.073166,3.913592,9.048787,3.1717496
213,10213,8.8264675,3.7287242,8.338271,3.0797071
214,10214,8.925091,4.1632404,9.048425,3.0963457
215,10215,8.354014,3.8628027,8.348292,2.9237704
216,10216,8.001472,3.7760847,8.13322,2.798562
217,10217,8.709784,3.8907158,8.566464,3.0141432
218,10218,8.625485,3.7783935,8.504746,3.0932183
219,10219,8.5495205,3.859023,8.379096,3.0262253
220,10220,8.680943,3.99848,8.843855,2.9965882
221,10221,9.31344,3.8827782,8.9348955,3.2453418
222,10222,8.555483,3.8532588,8.379724,2.9802082
223,10223,8.784256,3.7841578,8.419754,3.0838597
224,10224,8.625832,3.6573467,8.194617,3.0779562
225,10225,9.195471,3.8840735,8.796025,3.0823328
226,10226,8.50887,3.9109921,8.4607115,2.950439
227,10227,8.234731,3.7787442,8.187293,2.948131
228,10228,8.619579,4.0146856,8.74423,2.9959908
229,10229,8.879254,4.065519,8.993381,3.0547013
230,10230,8.846571,4.081582,8.988134,3.070732
231,10231,8.831318,3.8414168,8.484635,3.0725965
232,10232,8.876703,3.7961757,8.575928,3.1929564
233,10233,7.964743,3.7802982,8.157785,2.7730203
234,10234,8.797924,3.8733351,8.21595,2.9604397
235,10235,8.213737,3.951187,7.988065,3.0449371
236,10236,8.917425,4.161763,8.587481,3.2138875
237,10237,9.323426,3.8843067,8.653514,3.0711758
238,10238,8.913766,3.7911763,8.637084,3.1061192
239,10239,9.111133,3.9070594,8.78063,3.102817
240,10240,8.659676,3.7696855,8.511487,2.9875584
241,10241,8.851177,3.920232,8.455429,3.269864
242,10242,7.9400206,4.07244,8.326952,2.8055122
243,10243,9.107372,3.937979,8.790037,3.142045
244,10244,8.889745,4.0638247,9.03907,3.05645
245,10245,8.629272,3.6593983,8.222881,3.039251
246,10246,9.010571,4.0439706,9.0349245,3.0731695
247,10247,8.766425,4.010144,8.584292,3.0900245
248,10248,8.791596,3.938963,8.64932,3.0144541
249,10249,8.909604,3.6596162,8.35007,3.0470405
250,10250,9.113345,3.8329127,8.854932,3.2280354
251,10251,9.13636,3.8568232,8.878714,3.1831005
252,10252,9.003812,4.0591187,9.036029,3.1006174
253,10253,8.508936,3.82984,8.28686,2.932792
254,10254,8.61227,3.9983182,8.778643,2.9710245
255,10255,8.781564,3.9485357,8.670326,2.972732
256,10256,8.721052,3.8765523,8.469464,2.9593186
257,10257,8.509823,3.9757695,8.520791,2.946206
258,10258,8.552164,3.7346992,8.3396015,3.0552273
259,10259,8.18658,3.9888103,8.441703,3.008163
260,10260,8.719934,3.6305325,8.159377,2.9784536
261,10261,8.663555,3.8493538,8.425826,2.977274
262,10262,8.555682,3.6503513,8.089791,2.9538207
263,10263,8.728518,3.750932,8.399705,3.0950186
264,10264,8.759403,3.9105601,8.509265,2.988658
265,10265,8.793725,4.0779624,8.962544,3.0548525
266,10266,8.41144,3.7208884,8.207648,2.9843783
267,10267,8.587368,3.641474,8.2821665,3.0531714
268,10268,8.010047,3.767964,8.107928,2.8799577
269,10269,8.822536,3.7586493,8.359713,3.248703
270,10270,7.519966,3.8392248,8.348569,2.7218652
271,10271,8.749473,3.8056262,8.421701,2.6075485
272,10272,8.897851,3.6635067,8.439361,3.0267851
273,10273,9.011295,3.8508751,8.615699,3.0113163
274,10274,8.676029,3.918149,8.599431,2.949138
275,10275,9.168922,3.8017042,8.718127,3.1961622
276,10276,8.662751,3.9760294,8.686622,2.9598746
277,10277,8.580143,3.9383743,8.568973,2.9346292
278,10278,9.58172,4.0719514,9.151968,3.0273113
279,10279,8.99176,4.012362,9.081063,3.041479
280,10280,8.068071,3.7914264,8.897836,2.8593278
281,10281,8.5722,4.137338,9.064914,2.9407873
282,10282,8.864147,4.068203,8.938726,2.9559464
283,10283,8.465202,3.9977221,8.69193,2.9063349
284,10284,8.551237,3.7830918,8.261315,3.0208688
285,10285,8.385305,4.0027986,8.0249815,3.0739493
286,10286,8.817579,3.7363098,8.299672,3.1966696
287,10287,8.719003,3.94367,8.698992,3.0188038
288,10288,9.093143,3.8393164,8.74937,3.13072
289,10289,8.809364,4.0898185,8.962024,3.0599566
290,10290,8.618757,3.8703978,8.490362,2.8964267
291,10291,8.52664,3.7979624,8.279582,2.920446
292,10292,8.73941,3.706539,8.446675,3.0836244
293,10293,7.758568,3.690615,8.269876,2.8391237
294,10294,9.107447,4.0623703,9.088856,3.1183844
295,10295,9.143311,3.8434203,8.754041,3.2234414
296,10296,7.997962,3.8260684,8.250801,2.9303694
297,10297,8.699268,3.7870724,8.497018,3.1038055
298,10298,8.298321,3.9861329,8.536565,2.893639
299,10299,9.508574,3.9585638,9.030949,3.058245
300,10300,8.846668,3.821051,8.521363,3.104444
301,10301,8.543886,3.886578,8.459582,2.9129136
302,10302,9.301001,3.8591158,8.881597,3.0887074
303,10303,9.431492,3.9397333,8.996058,3.0094376
304,10304,8.765501,3.6458738,8.240439,2.984579
305,10305,8.51308,3.8928318,8.369594,3.0014298
306,10306,8.771311,3.746212,8.4118395,3.091589
307,10307,8.417614,4.002019,8.7103,2.9122405
308,10308,8.510197,3.8055665,8.397616,3.0022216
309,10309,8.724079,3.8753445,8.567817,2.9417374
310,10310,8.729684,3.7284403,8.527929,3.0519416
311,10311,8.674271,3.811231,8.565495,3.059228
312,10312,8.749071,4.1208634,8.908198,3.039133
313,10313,8.151184,3.9807806,8.580604,2.7586393
314,10314,8.506496,3.984426,8.707633,2.950649
315,10315,8.610043,3.7317805,8.232312,3.0553324
316,10316,8.959403,3.9757638,8.881922,3.0172725
317,10317,8.89669,3.8073146,8.667106,2.3921857
318,10318,8.75781,4.0464473,8.61347,3.0840082
319,10319,8.384744,3.9884412,8.463136,2.8905694
320,10320,8.5556755,3.9728935,8.513147,2.950839
321,10321,8.321318,3.9211032,8.472406,2.836442
322,10322,8.359843,4.0740256,8.560077,3.0065768
323,10323,8.786633,3.9700236,8.705329,2.9724183
324,10324,9.092883,4.0286345,8.981689,3.1297383
325,10325,9.258949,3.8372362,8.785823,3.1912324
326,10326,9.030695,3.8087344,8.685369,3.161154
327,10327,8.433359,3.793142,8.268546,2.9544735
328,10328,8.239157,3.7311816,8.414601,2.9350421
329,10329,8.351316,3.7167704,8.347048,2.9265318
330,10330,8.136421,3.8104255,8.559459,2.6153266
331,10331,8.556612,3.8045833,8.350867,2.9632301
332,10332,9.555353,3.9404323,8.996553,3.1323323
333,10333,8.977699,3.948506,8.927744,3.0890489
334,10334,8.564841,4.124766,8.678713,2.8168945
335,10335,5.805951,3.4644766,8.386235,1.3781464
336,10336,8.941271,4.0288386,8.907508,2.9667008
337,10337,9.269146,4.0441236,8.750635,3.2039135
338,10338,8.869425,3.6860986,8.203441,3.08809
339,10339,9.140775,4.063403,9.090816,3.1200268
340,10340,8.536543,3.8906496,8.378102,3.027309
341,10341,8.530001,4.03489,8.682335,2.9527216
342,10342,8.838949,3.899274,8.532615,3.0186987
343,10343,9.017637,3.8187802,8.764203,3.1386724
344,10344,8.383181,3.7950814,8.195187,2.976883
345,10345,6.5182085,3.4616153,7.6355057,1.6362058
346,10346,8.734179,3.894687,8.913395,2.943048
347,10347,8.625646,3.732217,8.642087,3.0418768
348,10348,8.349676,3.8889608,8.546064,2.8283238
349,10349,7.523423,3.7691834,7.5333557,2.7278786
350,10350,8.5342655,4.0503488,8.691679,2.9512904
351,10351,9.093475,3.831448,8.658656,3.095564
352,10352,9.355052,3.9324918,8.946836,3.1636062
353,10353,9.262482,3.8506215,8.768678,3.1878304
354,10354,8.920255,4.0715604,8.961016,3.0292423
355,10355,8.624527,3.9231727,8.464495,2.984313
356,10356,8.835192,3.7178266,8.476129,3.02173
357,10357,9.124222,4.088535,9.260175,3.0339835
358,10358,8.235697,3.8440478,8.265725,2.8546348
359,10359,8.7495575,3.7250252,8.493196,3.094748
360,10360,8.135585,3.7327676,8.08421,2.8965912
361,10361,9.312598,4.002226,9.0853195,3.1937041
362,10362,8.781425,3.8984096,8.506788,3.0433273
363,10363,8.74988,3.780798,8.458431,3.0326936
364,10364,9.132144,3.8791683,8.862752,3.0845594
365,10365,8.652557,3.833096,8.4108095,3.029163
366,10366,8.968074,4.039986,9.070737,3.0730543
367,10367,8.575516,3.9781177,8.5772505,3.0077162
368,10368,9.053181,3.7181396,8.479966,3.0527096
369,10369,8.904255,4.104469,9.013022,3.0332117
370,10370,8.487104,4.0309434,8.647738,2.9213328
371,10371,8.553011,3.883458,8.394755,2.9709723
372,10372,9.187693,3.8367505,8.741611,3.176981
373,10373,8.577877,4.05673,8.769169,2.978588
374,10374,8.5988655,3.7951276,8.460926,3.0509176
375,10375,7.096537,3.6005657,8.338332,2.529253
376,10376,8.868151,3.8780284,8.805361,3.0817165
377,10377,8.741057,3.797425,8.511657,2.9850504
378,10378,8.734002,3.917734,8.500226,2.9727683
379,10379,8.464353,3.9036653,8.379594,2.9352636
380,10380,8.743069,3.7839482,8.4988165,3.0436332
381,10381,9.065856,3.7954566,8.57231,2.9851727
382,10382,8.643376,4.050407,8.759926,3.0050406
383,10383,8.674128,3.7267704,8.269879,3.0665143
384,10384,9.129279,3.8581126,8.907214,3.1990452
385,10385,9.004329,3.8484077,8.772455,3.0307198
386,10386,8.944246,3.7853034,8.556027,3.122004
387,10387,8.973082,4.182566,9.0001,3.0676491
388,10388,8.9840355,3.715058,8.51121,3.1118014
389,10389,8.763849,3.9469097,8.639158,2.9471743
390,10390,9.125682,4.052067,8.99325,3.0992043
391,10391,8.545038,3.7117875,8.24993,3.0350332
392,10392,8.480172,3.9669435,8.588527,3.0102742
393,10393,8.485944,4.1139092,6.224549,3.8776443
394,10394,4.0892935,4.6544623,0.43201232,4.4297495
395,10395,6.636424,4.791666,8.134368,4.479637
396,10396,8.79344,3.9776766,8.523269,2.8912559
397,10397,8.774149,4.0217714,8.597527,3.0894377
398,10398,8.709519,3.9046135,8.490354,2.9611213
399,10399,8.972473,4.0662622,9.065335,3.036714
400,10400,8.7081585,3.8914077,8.597866,2.9287484
401,10401,8.867329,3.6804092,8.342273,3.1024866
402,10402,8.843952,4.0867543,8.961958,3.0828042
403,10403,8.979778,3.8377779,8.650237,3.0553246
404,10404,9.0937195,3.845162,8.83224,3.1824546
405,10405,8.676336,3.8505642,8.468914,3.011959
406,10406,8.166971,3.9217863,8.280702,2.8939052
407,10407,8.922548,3.768343,8.643656,3.1907783
408,10408,8.368763,3.7850718,8.205504,2.8809242
409,10409,9.043894,3.7757874,8.556805,3.0653915
410,10410,9.087738,3.735463,8.591851,3.1483202
411,10411,8.6388855,3.651354,8.363938,3.0757113
412,10412,5.2991695,3.2957737,7.5772877,2.5921931
413,10413,8.607129,3.8013628,8.62985,3.2703998
414,10414,8.7111635,4.0898285,8.923516,3.0492692
415,10415,8.987762,3.9232278,8.730527,3.017785
416,10416,8.769888,3.8169076,8.577652,3.0753098
417,10417,8.662371,3.8167355,8.490083,3.0261588
418,10418,8.860478,3.6724694,8.3319025,3.1003413
419,10419,8.302538,3.8041964,8.204524,2.86264
420,10420,8.678682,3.9106443,8.477516,2.944348
421,10421,9.482054,3.9206793,8.857352,3.0836203
422,10422,8.88162,3.9153664,8.551504,3.000269
423,10423,8.615742,4.186932,8.82717,2.87575
424,10424,9.007368,3.8788383,8.633876,3.062273
425,10425,8.867002,3.9285398,8.5975065,3.0019648
426,10426,8.876795,3.7842147,8.585412,3.1385822
427,10427,9.00227,3.7839277,8.6196375,3.1603808
428,10428,9.0885515,3.7987216,8.599974,2.9903007
429,10429,8.92509,3.6909862,8.339388,3.0930967
430,10430,8.725067,4.0754647,8.936126,3.0235753
431,10431,8.783798,3.7115314,8.337879,3.095524
432,10432,8.846297,3.6880221,8.276005,3.0658314
433,10433,8.352177,3.9276855,8.432807,2.8594947
434,10434,8.473445,3.9432943,8.5184,2.91533
435,10435,8.576542,3.798625,8.331613,2.9307256
436,10436,9.232525,3.8635128,8.875199,3.2269793
437,10437,9.026047,4.111309,8.764444,3.132097
438,10438,8.448668,3.718466,8.222242,2.9834254
439,10439,8.640147,4.0949287,8.918083,2.9944777
440,10440,9.074266,3.7621615,8.415856,2.9910011
441,10441,8.853394,3.9731603,8.739355,2.9947608
442,10442,9.119937,3.7892876,8.685941,3.146399
443,10443,8.623951,3.7686672,8.309308,3.028664
444,10444,8.487973,3.8785105,8.355017,2.9804103
445,10445,8.982696,3.7632668,8.4497,3.038271
446,10446,8.9104,4.0754194,9.062194,3.0348902
447,10447,9.047949,3.8171504,8.766145,3.091538
448,10448,9.093321,3.7324643,8.445945,3.118362
449,10449,9.4591675,3.9215267,8.992807,3.027762
450,10450,9.408394,3.8199308,8.9704275,2.9772558
451,10451,8.638943,4.020488,8.726806,2.8956103
452,10452,9.194788,3.8547165,8.746925,3.204042
453,10453,9.12106,3.8711398,8.799331,3.0676975
454,10454,9.062145,3.8132236,8.547958,3.1410654
455,10455,8.961357,3.786927,8.69679,3.1922674
456,10456,7.7745304,3.8512695,7.998311,2.9808903
457,10457,9.254373,3.9228406,8.847213,3.2013931
458,10458,8.760014,3.8312004,8.46181,3.1325815
459,10459,9.242931,3.9289677,9.196548,2.801341
460,10460,7.398951,3.9061215,8.232341,2.521767
461,10461,8.232531,4.207522,8.385668,2.328865
462,10462,3.459777,3.964156,8.46137,0.26772898
463,10463,7.910719,4.2625575,9.305257,2.527615
464,10464,8.939302,3.79145,8.811542,3.056852
465,10465,8.750588,3.8723896,8.485984,2.9446254
466,10466,8.519624,4.036361,8.694272,3.0474906
467,10467,8.034906,3.8717978,8.291036,2.9214804
468,10468,5.439632,3.7880561,7.8505635,2.3663316
469,10469,7.426874,3.777622,8.056221,2.5961993
470,10470,8.425046,3.9452589,8.490148,2.9361908
471,10471,8.885351,4.091826,9.034026,3.0408328
472,10472,8.739321,3.9755816,8.443299,3.068081
473,10473,8.913391,3.725096,8.403665,3.0349088
474,10474,8.495787,3.9705048,8.534969,2.930713
475,10475,8.512429,3.741247,8.328452,3.0298357
476,10476,7.958059,3.8098032,8.048673,2.938921
477,10477,8.8619995,4.0188365,8.944967,3.1644738
478,10478,8.452143,3.9203448,8.468717,2.9136353
479,10479,8.871891,4.053207,8.659069,3.100927
480,10480,8.633107,3.9020362,8.4393,2.9604914
481,10481,8.801754,4.0895524,9.007509,3.028409
482,10482,9.337444,3.85827,8.720248,3.0167718
483,10483,8.994041,3.7713983,8.566108,3.083143
484,10484,9.327738,3.8595104,8.835789,2.969963
485,10485,8.604596,3.6794984,8.285484,2.9945245
486,10486,8.579039,3.9797041,8.681532,2.981952
487,10487,8.5424385,4.051788,8.716408,2.9447603
488,10488,8.889519,4.061923,8.67159,3.111041
489,10489,8.959978,4.0706253,9.030935,3.0892987
490,10490,8.544576,3.9524777,8.524077,2.9305768
491,10491,8.641443,4.0584903,8.777801,3.001926
492,10492,8.6524315,3.9512255,8.625447,2.9796515
493,10493,8.281237,3.854253,8.585149,2.9287453
494,10494,8.746662,3.9884727,8.789753,2.9509351
495,10495,9.118284,3.9310753,8.899459,3.0776675
496,10496,8.907887,3.7962863,8.178023,3.1373067
497,10497,6.9189286,3.7055976,7.336706,2.991586
498,10498,8.78279,3.6339107,8.165626,2.8979697
499,10499,9.140131,3.9341123,8.760316,3.180265
500,10500,8.476398,3.7998793,8.121643,3.083489
501,10501,6.0798736,4.164946,7.709119,2.1267843
502,10502,8.232491,3.7893496,8.135362,2.9477468
503,10503,8.860176,3.7695358,8.387118,3.06115
504,10504,9.054086,3.2910795,6.7821274,3.244697
505,10505,7.0666623,3.2867384,1.3099473,3.3397403
506,10506,9.38872,3.3080027,6.1426973,3.5095432
507,10507,8.764635,4.0993237,9.025828,2.983671
508,10508,9.395441,3.8778799,8.819959,3.0743036
509,10509,9.085316,3.772117,8.531196,3.0404205
510,10510,8.865141,4.069999,9.0007715,3.0347629
511,10511,8.287344,3.908285,8.383555,2.8322716
512,10512,8.539375,4.009831,8.628273,2.94693
513,10513,8.697868,3.831578,8.419476,3.054458
514,10514,8.624256,4.0597816,8.777926,2.9942782
515,10515,8.469914,3.8708808,8.327304,2.908867
516,10516,8.571613,3.8989978,8.406486,2.9653573
517,10517,8.871444,3.9610426,8.665444,2.9211786
518,10518,8.988135,3.8634439,8.627641,3.0458765
519,10519,8.475409,3.8469093,8.322303,2.9594665
520,10520,8.167955,4.273497,8.8505945,2.7946477
521,10521,8.460688,3.917545,8.526861,2.9016972
522,10522,8.756294,4.057376,8.822898,2.960833
523,10523,8.782514,4.042875,8.532374,3.1229115
